"V0";"V1";"V2a";"V2b";"V3a";"V3b";"V4a";"V4b";"V4c";"V5a";"V5b";"V5c";"V6";"V7";"V8";"V9";"V10a";"V10b";"V11a";"V11b";"V11c";"V12a";"V12b";"V13a";"V13b";"V14a";"V14b";"V15a";"V15b";"V16a";"V16b";"V17";"V18";"V19"
"NUI2068";"Marabá";"Canaã dos Carajás";"Grupo 3";"Parque dos Ipês";"1";"600";"Estimativa dos técnicos municipais";"2020";"2";;;"4";"3";"3";"2";"5";"Área Protegida - municipal";"1";"FBDS";;"3";"Inundação";"1";"-";"1";;"2";;"4";;"1";;"de 100 a 700"
"NUI2065";"Marabá";"Canaã dos Carajás";"Grupo 3";"João Pintinho";"1";"342";"Estimativa dos técnicos municipais";"2020";"2";;;"4";"3";"3";"1";"5";"Área Protegida - municipal";"1";"FBDS";;"3";"Inundação";"1";"-";"1";;"2";;"4";;"1";;"de 100 a 700"
"NUI2067";"Marabá";"Canaã dos Carajás";"Grupo 3";"Maranhenses";"1";"302";"Estimativa dos técnicos municipais";"2020";"2";;;"4";"3";"3";"1";"5";"Área Protegida - municipal";"0";;;"2";"Não";"1";"-";"2";;"2";;"4";;"1";;"de 100 a 700"
"NUI2090";"Marabá";"Canaã dos Carajás";"Grupo 3";"Jardim das Palmeiras";"1";"51";"Censo IBGE";"2010";"2";;;"4";"2";"2";"2";"5";"Área Protegida - municipal";"1";"FBDS";;"3";"Inundação";"1";"-";"1";;"1";;"4";;"2";;"de 51 a 99"
"NUI2095";"Marabá";"Canaã dos Carajás";"Grupo 3";"Residencial Canaã";"1";"8";"Censo IBGE";"2010";"3";;;"3";"3";"2";"2";"5";"Área Protegida - municipal";"1";"FBDS";;"2";"Não";"1";"-";"1";;"1";;"4";;"1";;"até 50"
"NUI2074";"Marabá";"Canaã dos Carajás";"Grupo 3";"Esplanada";"1";"197";"Estimativa dos técnicos municipais";"2020";"2";;;"4";"2";"3";"1";"5";"Área Protegida - municipal";"0";;;"2";"Não";"1";"-";"1";;"2";;"4";;"1";;"de 100 a 700"
"NUI2072";"Marabá";"Canaã dos Carajás";"Grupo 3";"Vale Verde (Parque Shalon)";"1";"664";"Censo IBGE";"2010";"2";;;"4";"3";"3";"2";"5";"Área Protegida - municipal";"1";"FBDS";;"3";"Inundação";"1";"-";"1";;"2";;"4";;"1";;"de 100 a 700"
"NUI2092";"Marabá";"Canaã dos Carajás";"Grupo 3";"Polo Industrial";"1";"26";"Censo IBGE";"2010";"2";;;"4";"3";"2";"2";"5";"Área Protegida - municipal";"1";"FBDS";;"3";"Inundação";"1";"-";"1";;"1";;"4";;"2";;"até 50"
"NUI2075";"Marabá";"Canaã dos Carajás";"Grupo 3";"Novo Horizonte I";"1";"1191";"Estimativa dos técnicos municipais";"2020";"2";;;"4";"2";"3";"1";"5";"Área Protegida - municipal";"0";;;"2";"Não";"1";"-";"1";;"2";;"4";;"1";;"de 701 a 2.000"
"NUI2073";"Marabá";"Canaã dos Carajás";"Grupo 3";"Alto Bonito II";"1";"650";"Estimativa dos técnicos municipais";"2020";"2";;;"4";"2";"3";"2";"5";"Área Protegida - municipal";"1";"FBDS";;"3";"Inundação";"1";"-";"1";"O perímetro do NUI é maior que a áera ocupada.";"1";;"4";;"2";;"de 100 a 700"
"NUI2061";"Marabá";"Brejo Grande do Araguaia";"Grupo 4";"Vila Brejão";"1";"20";"Estimativa dos técnicos municipais";"2020";"4";"assentamento";;"4";"1";"1";"4";"5";"Área Protegida - municipal";"1";"FBDS";;"2";;"1";"-";"1";;"1";;"3";;"2";;"até 50"
"NUI2063";"Marabá";"Canaã dos Carajás";"Grupo 3";"Centro";"1";"325";"Estimativa dos técnicos municipais";"2020";"5";;;"4";"3";"3";"1";"5";"Área Protegida - municipal";"0";;;"2";"Não";"1";"-";"2";;"2";;"4";;"1";;"de 100 a 700"
"NUI2087";"Marabá";"Canaã dos Carajás";"Grupo 3";"Novo Brasil";"1";"1500";"Estimativa dos técnicos municipais";"2020";"1";;;"4";"3";"2";"1";"5";"Área Protegida - municipal";"1";"FBDS";;"3";"Desliçamento";"1";"-";"1";;"2";;"4";;"1";;"de 701 a 2.000"
"NUI2070";"Marabá";"Canaã dos Carajás";"Grupo 3";"São José";"1";"370";"Estimativa dos técnicos municipais";"2020";"2";;;"4";"3";"3";"1";"5";"Área Protegida - municipal";"0";;;"2";"Não";"1";"-";"1";;"2";;"4";;"1";;"de 100 a 700"
"NUI2071";"Marabá";"Canaã dos Carajás";"Grupo 3";"Vale Dourado";"1";"1100";"Estimativa dos técnicos municipais";"2020";"2";;;"4";"3";"3";"2";"5";"Área Protegida - municipal";"1";"FBDS";;"3";"Inundação";"1";"-";"1";;"2";;"4";;"1";;"de 701 a 2.000"
"NUI2093";"Marabá";"Canaã dos Carajás";"Grupo 3";"Residencial Bela Vista";"1";"28";"Censo IBGE";"2010";"2";;;"4";"3";"2";"2";"5";"Área Protegida - municipal";"1";"FBDS";;"3";"Inundação";"1";"-";"1";;"1";;"4";;"2";;"até 50"
"NUI2054";"Marabá";"Abel Figueiredo";"Grupo 4";"Povoado Caracol 02";"1";"5";"Google Earth/Prefeitura";"2020";"4";;;"4";"3";"1";"4";"1";;"1";"FBDS";;"2";;"1";"-";"1";;"1";;"2";;"3";;"até 50"
"NUI2056";"Marabá";"Abel Figueiredo";"Grupo 4";"Vila Carne de Sol";"1";"20";"Prefeitura";"2020";"4";;;"4";"3";"1";"4";"1";;"0";;;"2";;"1";"-";"1";;"1";;"2";;"3";;"até 50"
"NUI2055";"Marabá";"Abel Figueiredo";"Grupo 4";"Vale Verde";"1";"60";"Prefeitura";"2020";"2";;;"4";"3";"3";"4";"5";"Área Protegida - municipal";"0";;;"2";;"1";"-";"1";;"1";;"1";;"2";"Trata-se de área que está inserida na malha urbana, e possui projeto de parcelamento aprovado. Mas até a conclusão da pesquisa não houve informação se há previsão de implantação de infraestrutura ou de conclusão do projeto";"de 51 a 99"
"NUI2053";"Marabá";"Abel Figueiredo";"Grupo 4";"Povoado Caracol 01";"1";"7";"Google Earth/Prefeitura";"2020";"4";;;"4";"3";"1";"4";"1";;"1";"FBDS";;"2";;"1";"-";"1";;"1";;"2";;"3";;"até 50"
"NUI2060";"Marabá";"Bom Jesus do Tocantins";"Grupo 4";"Loteamento do Seu Edinaldo";"1";"10";"Estimativa dos técnicos municipais";"2020";"2";;;"2";"2";"2";"4";"1";;"0";;;"2";;"1";"-";"1";;"1";;"1";;"2";;"até 50"
"NUI2058";"Marabá";"Bom Jesus do Tocantins";"Grupo 4";"Bairro Nunes";"1";"30";"Prefeitura";"2020";"1";;;"2";"2";"2";"4";"1";;"0";;;"2";;"1";"-";"1";;"1";;"1";;"2";;"até 50"
"NUI2059";"Marabá";"Bom Jesus do Tocantins";"Grupo 4";"Loteamento Barcelos";"1";"30";"Prefeitura";"2020";"2";;;"2";"2";"2";"4";"1";;"0";;;"2";;"1";"-";"1";;"1";;"1";;"2";;"até 50"
"NUI2057";"Marabá";"Bom Jesus do Tocantins";"Grupo 4";"Bairro Amazonas";"1";"25";"Prefeitura";"2020";"1";;;"2";"2";"2";"4";"1";;"0";;;"2";;"1";"-";"1";;"1";;"1";;"2";;"até 50"
"NUI2101";"Marabá";"Itupiranga";"Grupo 3";"Loteamento Ipê";"1";"119";"Censo IBGE";"2010";"2";;;"3";"3";"3";"2";"5";"Área Protegida - municipal";"1";"FBDS";;"2";;"1";"-";"1";;"3";;"4";"Não foi possível identificar Google Earth";"2";;"de 100 a 700"
"NUI2103";"Marabá";"Itupiranga";"Grupo 3";"Loteamento Manoel de Barros";"1";"29";"Censo IBGE";"2010";"2";;;"3";"2";"3";"2";"5";"Área Protegida - municipal";"1";"FBDS";;"2";;"1";"-";"2";;"3";"pouco ocupado";"2";;"3";;"até 50"
"NUI2111";"Marabá";"Itupiranga";"Grupo 3";"Vila Jovem Creolândia";"1";"86";"Censo IBGE";"2010";"4";;;"4";"2";"1";"2";"3";;"1";"FBDS";;"2";;"1";"-";"5";"Não foi possível identificar Google Earth";"5";"Não foi possível identificar Google Earth";"4";"Não foi possível identificar Google Earth";"3";;"de 51 a 99"
"NUI2105";"Marabá";"Itupiranga";"Grupo 3";"Loteamento Alípio Pereira";"1";"17";"Censo IBGE";"2010";"2";;;"3";"3";"3";"2";"5";"Área Protegida - municipal";"1";"FBDS";;"3";"alagamento";"1";"-";"2";;"3";"pouco ocupado";"3";;"3";;"até 50"
"NUI2115";"Marabá";"Jacundá";"Grupo 3";"Construtura Lima";"1";"500";"Estimativa dos técnicos municipais";"2020";"2";;;"4";"2";"2";"4";"5";"Área Protegida - municipal";"1";"FBDS";;"3";"Incêncio/eletrochoque";"1";"-";"2";;"1";;"2";;"3";"1500 Lotes/ 500 familias";"de 100 a 700"
"NUI2116";"Marabá";"Jacundá";"Grupo 3";"Loteamento Sabiá";"1";"60";"Estimativa dos técnicos municipais";"2020";"2";;;"2";"2";"2";"4";"5";"Área Protegida - municipal";"0";"FBDS";"menos de 1%";"2";;"1";"-";"2";;"1";;"1";;"2";"380 lotes/ 60 familias";"de 51 a 99"
"NUI2104";"Marabá";"Itupiranga";"Grupo 3";"Loteamento Jataí";"1";"61";"Censo IBGE";"2010";"2";;;"3";"2";"3";"2";"5";"Área Protegida - municipal";"1";"FBDS";;"2";;"1";"-";"2";;"3";"pouco ocupado";"4";"Não foi possível identificar Google Earth";"3";;"de 51 a 99"
"NUI2106";"Marabá";"Itupiranga";"Grupo 3";"Loteamento Carvalho";"1";"123";"Censo IBGE";"2010";"2";;;"4";"2";"3";"2";"5";"Área Protegida - municipal";"1";"FBDS";;"3";"alagamento";"1";"-";"4";;"3";"pouco ocupado";"4";"Não foi possível identificar Google Earth";"3";;"de 100 a 700"
"NUI2108";"Marabá";"Itupiranga";"Grupo 3";"Vila Betânia";"1";"25";"Censo IBGE";"2010";"4";;;"4";"2";"1";"2";"5";"Área Protegida - municipal";"1";"FBDS";;"2";;"1";"-";"4";;"5";"Não foi possível identificar Google Earth";"4";"Não foi possível identificar Google Earth";"3";;"até 50"
"NUI2113";"Marabá";"Itupiranga";"Grupo 3";"Vila Palmeira V";"1";"53";"Censo IBGE";"2010";"4";;;"4";"2";"1";"2";"5";"Área Protegida - municipal";"0";;;"2";;"1";"-";"4";;"5";"Não foi possível identificar Google Earth";"4";"Não foi possível identificar Google Earth";"3";;"de 51 a 99"
"NUI2112";"Marabá";"Itupiranga";"Grupo 3";"Vila Cuxiú";"1";"35";"Censo IBGE";"2010";"4";;;"4";"2";"1";"2";"5";"Área Protegida - municipal";"0";;;"2";;"1";"-";"4";;"5";"Não foi possível identificar Google Earth";"4";"Não foi possível identificar Google Earth";"3";;"até 50"
"NUI2107";"Marabá";"Itupiranga";"Grupo 3";"Vila Novo Progresso";"1";"446";"Censo IBGE";"2010";"4";;;"4";"3";"1";"2";"5";"Área Protegida - municipal";"1";"FBDS";;"2";;"1";"-";"2";;"5";"Não foi possível identificar Google Earth";"4";"Não foi possível identificar Google Earth";"2";;"de 100 a 700"
"NUI2100";"Marabá";"Itupiranga";"Grupo 3";"Bairro Piscinão";"1";"282";"CADUNICO";"2020";"1";;;"4";"1";"3";"2";"5";"Área Protegida - municipal";"1";"FBDS";;"2";;"1";"-";"2";;"3";;"3";;"2";;"de 100 a 700"
"NUI2099";"Marabá";"Itupiranga";"Grupo 3";"Bairro Vitória";"1";"68";"CADUNICO";"2020";"1";;;"4";"1";"3";"2";"5";"Área Protegida - municipal";"1";"FBDS";;"3";"alagamento";"1";"-";"1";;"3";;"2";;"2";;"de 51 a 99"
"NUI2114";"Marabá";"Itupiranga";"Grupo 3";"Vila Palmeira VI";"1";"177";"Censo IBGE";"2010";"4";;;"4";"2";"1";"2";"5";"Área Protegida - municipal";"1";"FBDS";;"2";;"1";"-";"4";;"5";"Não foi possível identificar Google Earth";"4";"Não foi possível identificar Google Earth";"3";;"de 100 a 700"
"NUI2102";"Marabá";"Itupiranga";"Grupo 3";"Loteamento Bela Vista";"1";"226";"Censo IBGE";"2010";"2";;;"3";"2";"1";"2";"5";"Área Protegida - municipal";"1";"FBDS";;"3";"alagamento";"1";"-";"2";;"3";"pouco ocupado";"4";"Não foi possível identificar Google Earth";"3";;"de 100 a 700"
"NUI2079";"Marabá";"Canaã dos Carajás";"Grupo 3";"Vila Nova Jerusalém";"1";"36";"Censo IBGE";"2010";"4";;;"4";"2";"1";"2";"5";"Área Protegida - municipal";"0";;;"2";"Não";"1";"-";"1";;"3";;"4";;"2";;"até 50"
"NUI2096";"Marabá";"Eldorado dos Carajás";"Grupo 3";"KM 02";"PLANO DIRETOR";"1473";"CADUNICO";"2020";"2";;;"4";"2";"3";"1";"5";"Área Protegida - municipal";"1";"FBDS";;"1";;"1";"-";"2";;"2";;"1";;"2";;"de 701 a 2.000"
"NUI2081";"Marabá";"Canaã dos Carajás";"Grupo 3";"Vila Planalto";"1";"297";"Estimativa dos técnicos municipais";"2020";"4";;;"4";"2";"1";"2";"5";"Área Protegida - municipal";"0";;;"2";"Não";"1";"-";"1";;"1";;"4";;"1";;"de 100 a 700"
"NUI2080";"Marabá";"Canaã dos Carajás";"Grupo 3";"Vila Ouro Verde";"1";"251";"Censo IBGE";"2010";"4";;;"4";"2";"1";"2";"5";"Área Protegida - municipal";"1";"FBDS";;"2";"Não";"1";"-";"1";;"2";;"4";;"1";;"de 100 a 700"
"NUI2109";"Marabá";"Itupiranga";"Grupo 3";"Vila Tauirí";"1";"194";"Censo IBGE";"2010";"4";;;"4";"3";"1";"2";"3";;"1";"FBDS";;"3";"alagamento";"1";"-";"3";;"5";"Não foi possível identificar Google Earth";"4";"Não foi possível identificar Google Earth";"3";;"de 100 a 700"
"NUI2110";"Marabá";"Itupiranga";"Grupo 3";"Vila Grotão da Onça";"1";"168";"Censo IBGE";"2010";"4";;;"4";"2";"1";"2";"5";"Área Protegida - municipal";"0";;;"2";;"1";"-";"3";;"5";"Não foi possível identificar Google Earth";"4";"Não foi possível identificar Google Earth";"3";;"de 100 a 700"
"NUI2098";"Marabá";"Eldorado dos Carajás";"Grupo 3";"VILA TANCREDO NEVES";"PLANO DIRETOR";"232";"Censo IBGE";"2010";"4";;;"4";"3";"1";"1";"5";"Área Protegida - municipal";"1";"FBDS";;"1";;"1";"-";"2";;"3";;"2";;"3";;"de 100 a 700"
"NUI2097";"Marabá";"Eldorado dos Carajás";"Grupo 3";"VILA 17 DE ABRIL";"PLANO DIRETOR";"689";"Estimativa dos técnicos municipais";"2020";"4";;;"4";"3";"1";"1";"5";"Área Protegida - municipal";"0";;;"1";;"1";"-";"1";;"1";;"2";;"3";;"de 100 a 700"
"NUI2083";"Marabá";"Canaã dos Carajás";"Grupo 3";"Alto Bonito III";"1";"40";"Censo IBGE";"2010";"2";;;"4";"3";"2";"2";"5";"Área Protegida - municipal";"0";;;"2";"Não";"1";"-";"1";;"2";;"4";;"2";;"até 50"
"NUI2076";"Marabá";"Canaã dos Carajás";"Grupo 3";"Jardim Primavera";"1";"14";"Censo IBGE";"2010";"2";;;"3";"2";"3";"2";"5";"Área Protegida - municipal";"0";;;"2";"Não";"1";"-";"1";"O perímetro do NUI é maior que a áera ocupada.";"2";"O perímetro do NUI é maior que a áera ocupada.";"4";;"1";;"até 50"
"NUI2088";"Marabá";"Canaã dos Carajás";"Grupo 3";"Santa Vitória(Motocross)";"1";"600";"Estimativa dos técnicos municipais";"2020";"1";;;"3";"3";"2";"1";"5";"Área Protegida - municipal";"0";;;"2";"Não";"1";"-";"1";;"2";;"4";;"1";;"de 100 a 700"
"NUI2094";"Marabá";"Canaã dos Carajás";"Grupo 3";"Bela Vista III";"1";"11";"Censo IBGE";"2010";"2";;;"3";"3";"2";"2";"5";"Área Protegida - municipal";"1";"FBDS";;"3";"Inundação";"1";"-";"1";"Sem edificações na imagem google";"5";"Sem edificações na imagem google";"4";"Sem edificações na imagem google";"1";;"até 50"
"NUI2077";"Marabá";"Canaã dos Carajás";"Grupo 3";"Vila Bom Jesus";"1";"184";"Censo IBGE";"2010";"4";;;"4";"2";"1";"2";"5";"Área Protegida - municipal";"1";"FBDS";;"2";"Não";"1";"-";"1";;"1";;"4";;"1";;"de 100 a 700"
"NUI2082";"Marabá";"Canaã dos Carajás";"Grupo 3";"Vila do Imigrantes";"1";"6";"Censo IBGE";"2010";"4";;;"3";"2";"1";"2";"5";"Área Protegida - municipal";"0";;;"2";"Não";"1";"-";"1";;"3";;"4";;"2";;"até 50"
"NUI2062";"Marabá";"Canaã dos Carajás";"Grupo 3";"Rotatoria";"1";"16";"Censo IBGE";"2010";"1";;;"2";"2";"1";"2";"1";;"1";"FBDS";;"1";;"1";"-";"2";;"3";;"4";;"4";;"até 50"
"NUI2078";"Marabá";"Canaã dos Carajás";"Grupo 3";"Vila Feitosa";"1";"20";"CADUNICO";"2020";"4";;;"4";"2";"1";"2";"5";"Área Protegida - municipal";"0";;;"2";"Não";"1";"-";"1";;"3";;"4";;"2";;"até 50"
"NUI2130";"Marabá";"Marabá";"Grupo 2";"Bairro Bela Vista";"1";"1057";"Censo IBGE";"2010";"1";;;"4";"3";"3";"1";"5";"Área Protegida - municipal";"0";;;"2";;"4";"2";"1";;"1";;"3";;"2";"Regularizado";"de 701 a 2.000"
"NUI2145";"Marabá";"Marabá";"Grupo 2";"Independència";"1";"1360";"Censo IBGE";"2010";"1";;;"4";"3";"3";"2";"5";"Área Protegida - municipal";"1";"FBDS";;"3";"alagamento";"3";"2";"1";;"1";;"4";;"2";;"de 701 a 2.000"
"NUI2128";"Marabá";"Marabá";"Grupo 2";"Alzira Mutran";"1";"275";"Censo IBGE";"2010";"1";;;"4";"3";"3";"2";"5";"Área Protegida - municipal";"1";"Prefeitura";"Pesquisa de Campo";"2";;"2";"-";"1";;"1";;"1";;"2";"Está sento regularizado";"de 100 a 700"
