"V0";"V1";"V2a";"V2b";"V3a";"V3b";"V4a";"V4b";"V4c";"V5a";"V5b";"V5c";"V6";"V7";"V8";"V9";"V10a";"V10b";"V11a";"V11b";"V11c";"V12a";"V12b";"V13a";"V13b";"V14a";"V14b";"V15a";"V15b";"V16a";"V16b";"V17";"V18";"V19"
"NUI1327";"Belo Horizonte";"Santa Luzia";"Grupo 2";"Área doada no Bairro Frimisa";"3.PMRF";"4";"Censo IBGE";"2010";"1";;;"4";"3";"2";"2";"1";;"0";;;"1";;"2";"-";"1";;"2";;"4";"Não foram reportadas.";"4";;"até 50"
"NUI1328";"Belo Horizonte";"Santa Luzia";"Grupo 2";"São Cosme";"3.IBGE";"286";"Aglomerados Subnormais 2019";"2020";"1";;;"4";"2";"3";"2";"1";;"1";"FBDS";;"1";;"2";"-";"2";;"1";;"4";;"4";;"de 100 a 700"
"NUI1325";"Belo Horizonte";"Santa Luzia";"Grupo 2";"Santa Rita";"3.PMRF";"12";"Censo IBGE";"2010";"2";;;"4";"1";"2";"2";"1";;"0";;;"1";;"4";"1";"1";;"1";;"4";"Não foram reportadas.";"4";;"até 50"
"NUI1326";"Belo Horizonte";"Santa Luzia";"Grupo 2";"Parcelamento área verde Frimisa";"3.PMRF";"7";"Censo IBGE";"2010";"1";;;"4";"3";"2";"2";"1";;"0";;;"1";;"2";"-";"1";;"2";;"4";"Não foram reportadas.";"4";;"até 50"
"NUI1329";"Belo Horizonte";"Santa Luzia";"Grupo 2";"Cachmbeiros";"3.IBGE";"290";"Aglomerados Subnormais 2019";"2020";"1";;;"3";"1";"2";"2";"1";;"1";"FBDS";;"1";;"2";"-";"2";;"1";;"4";;"4";;"de 100 a 700"
"NUI0919";"Belo Horizonte";"Mário Campos";"Grupo 4";"Bairro Bambuí";"3.PMRF";"20";"PMRF";"2009";"2";;;"4";"3";"3";"1";"1";;"0";"FBDS";"menos de 1%";"2";;"1";"-";"1";;"3";;"1";;"2";;"até 50"
"NUI0914";"Belo Horizonte";"Mário Campos";"Grupo 4";"Vila Ondina";"3.PMRF";"200";"PMRF";"2009";"2";;;"4";"3";"3";"2";"1";;"0";;;"2";;"1";"-";"1";;"2";;"1";;"1";;"de 100 a 700"
"NUI0938";"Belo Horizonte";"Mateus Leme";"Grupo 3";"Serra Azul";"3.PMRF";"435";"PMRF";"2010";"4";;;"4";"3";"1";"2";"5";;"1";"FBDS";;"2";;"1";"-";"1";;"1";;"1";;"1";;"de 100 a 700"
"NUI0924";"Belo Horizonte";"Mário Campos";"Grupo 4";"Reta do Jacaré";"3.PMRF";"200";"PMRF";"2009";"2";;;"4";"2";"2";"1";"1";;"1";"FBDS";;"2";;"1";"-";"2";;"2";;"2";;"2";;"de 100 a 700"
"NUI0927";"Belo Horizonte";"Mateus Leme";"Grupo 3";"Jardim Serra Azul";"3.PMRF";"170";"PMRF";"2010";"2";;;"4";"3";"3";"1";"1";;"1";"FBDS";;"3";"apresenta alto risco à vida";"1";"-";"1";;"1";;"4";;"4";;"de 100 a 700"
"NUI0926";"Belo Horizonte";"Mário Campos";"Grupo 4";"Favela no Bairro São Tarcísio";"3.PMRF";"12";"PMRF";"2009";"1";;;"4";"3";"3";"2";"1";;"1";"FBDS";;"2";;"1";"-";"2";;"4";;"4";;"2";;"até 50"
"NUI0894";"Belo Horizonte";"Lagoa Santa";"Grupo 3";"Parcelamento não aprovado no Morro do Cruzeiro";"3.PMRF";"20";"PMRF";"2009";"1";;;"4";"3";"2";"2";"1";;"0";;;"2";;"1";"-";"1";;"2";;"2";;"2";;"até 50"
"NUI0928";"Belo Horizonte";"Mateus Leme";"Grupo 3";"Bom Jesus";"3.PMRF";"140";"PMRF";"2010";"1";;;"5";"3";"3";"1";"1";;"0";;;"2";;"1";"-";"1";;"2";;"1";;"3";;"de 100 a 700"
"NUI0931";"Belo Horizonte";"Mateus Leme";"Grupo 3";"Londrina";"3.PMRF";"47";"PMRF";"2010";"2";;;"4";"1";"3";"2";"1";;"1";"PMRF";"Pesquisa de Campo";"3";"Apresenta médio risco à vida, pois possui áreas sujeitas à erosão";"1";"-";"1";;"3";;"4";;"3";;"até 50"
"NUI0930";"Belo Horizonte";"Mateus Leme";"Grupo 3";"Conjunt Habitacional Vila Suzana";"3.PMRF";"91";"PMRF";"2010";"3";;;"4";"3";"3";"2";"1";;"1";"PMRF";"Pesquisa de Campo";"2";;"1";"-";"1";;"1";;"1";;"1";;"de 51 a 99"
"NUI0946";"Belo Horizonte";"Mateus Leme";"Grupo 3";"Conjunt o Habitacional COHAB";"3.PMRF";"13";"PMRF";"2010";"3";;;"5";"3";"3";"3";"1";;"0";;;"2";;"1";"-";"1";;"1";;"1";;"3";;"até 50"
"NUI0937";"Belo Horizonte";"Mateus Leme";"Grupo 3";"João Paulo II";"3.PMRF";"320";"PMRF";"2010";"2";;;"4";"3";"3";"1";"1";;"1";"FBDS";;"2";;"1";"-";"1";;"1";;"1";;"3";;"de 100 a 700"
"NUI0940";"Belo Horizonte";"Mateus Leme";"Grupo 3";"Sítio Novo";"3.PMRF";"200";"PMRF";"2010";"2";;;"4";"3";"1";"2";"1";;"1";"FBDS";;"2";;"1";"-";"1";;"1";;"4";;"2";;"de 100 a 700"
"NUI0939";"Belo Horizonte";"Mateus Leme";"Grupo 3";"Jardim de Alah";"3.PMRF";"153";"PMRF";"2010";"2";;;"5";"2";"3";"1";"1";;"1";"FBDS";;"2";;"1";"-";"1";;"1";;"4";;"3";;"de 100 a 700"
"NUI0929";"Belo Horizonte";"Mateus Leme";"Grupo 3";"Progresso";"3.PMRF";"65";"PMRF";"2010";"1";;;"5";"2";"3";"1";"1";;"0";;;"3";"Apresenta médio risco à vida, pois possui áreas sujeitas à erosão";"1";"-";"1";;"3";;"4";;"3";;"de 51 a 99"
"NUI0941";"Belo Horizonte";"Mateus Leme";"Grupo 3";"Vila Santa Águida";"3.PMRF";"47";"CADUNICO";"2020";"2";;;"4";"3";"3";"2";"1";;"1";"FBDS";;"2";;"1";"-";"1";;"1";;"4";;"1";;"até 50"
"NUI0944";"Belo Horizonte";"Mateus Leme";"Grupo 3";"Nossa Senhora de Fátima";"3.PMRF";"110";"PMRF";"2010";"2";"e 1";;"4";"3";"3";"2";"1";;"1";"FBDS";;"2";;"1";"-";"1";;"1";;"1";;"1";;"de 100 a 700"
"NUI0943";"Belo Horizonte";"Mateus Leme";"Grupo 3";"Vivendas do Vale";"3.PMRF";"15";"PMRF";"2010";"2";;;"5";"3";"3";"2";"1";;"0";;;"2";;"1";"-";"1";;"3";;"4";;"3";;"até 50"
"NUI1005";"Belo Horizonte";"Nova União";"Grupo 4";"Bairro Dorcelino";"3.PMRF";"18";"PMRF";"2009";"2";;;"4";"3";"3";"2";"1";;"0";;;"2";;"1";"-";"1";;"1";;"1";;"4";;"até 50"
"NUI0945";"Belo Horizonte";"Mateus Leme";"Grupo 3";"Vila Suzana";"3.PMRF";"40";"PMRF";"2010";"1";;;"4";"3";"3";"3";"1";;"0";;;"2";;"1";"-";"2";;"4";;"2";;"4";;"até 50"
"NUI1009";"Belo Horizonte";"Nova União";"Grupo 4";"Comunidade Monte Horeb";"3.PMRF";"50";"PMRF";"2009";"4";;;"4";"2";"1";"1";"1";;"1";"FBDS";;"2";;"1";"-";"1";;"2";;"4";;"4";;"até 50"
"NUI0947";"Belo Horizonte";"Mateus Leme";"Grupo 3";"Santa Águida";"3.PMRF";"100";"PMRF";"2010";"2";"e 1";;"5";"3";"2";"2";"1";;"0";"FBDS";"menos de 1%";"2";;"1";"-";"1";;"1";;"1";;"1";;"de 100 a 700"
"NUI0942";"Belo Horizonte";"Mateus Leme";"Grupo 3";"Alto da Boa Vista";"3.PMRF";"150";"PMRF";"2010";"4";;;"5";"1";"1";"2";"1";;"1";"FBDS";;"2";;"1";"-";"2";;"3";;"4";;"4";;"de 100 a 700"
"NUI1010";"Belo Horizonte";"Nova União";"Grupo 4";"Bairro Santo Antônio";"3.PMRF";"45";"PMRF";"2009";"6";;;"4";"3";"1";"1";"1";;"1";"FBDS";;"2";;"1";"-";"2";;"3";;"4";;"4";;"até 50"
"NUI1011";"Belo Horizonte";"Nova União";"Grupo 4";"Área lindeira a Avenida José Afonso Fernandes";"3.PMRF";"20";"PMRF";"2009";"2";;;"4";"2";"3";"2";"1";;"1";"PMRF";"Pesquisa de Campo";"2";;"1";"-";"1";;"1";;"1";;"4";;"até 50"
"NUI1006";"Belo Horizonte";"Nova União";"Grupo 4";"Comunidade Braz";"3.PMRF";"20";"PMRF";"2009";"2";;;"4";"2";"1";"1";"1";;"1";"FBDS";;"2";;"1";"-";"1";;"1";;"4";;"4";;"até 50"
"NUI1047";"Belo Horizonte";"Pedro Leopoldo";"Grupo 3";"Vera Cruz de Minas";"3.PMRF";"1500";"PMRF";"2009";"2";"Ocupação remanescente de processos antigos de parcelamento do solo";;"4";"3";"1";"2";"2";;"1";"FBDS";;"2";;"1";"-";"1";;"1";;"1";;"4";;"de 701 a 2.000"
"NUI1012";"Belo Horizonte";"Nova União";"Grupo 4";"Bairro Nova Aparecida";"3.PMRF";"350";"PMRF";"2009";"2";;;"4";"3";"1";"2";"1";;"1";"FBDS";;"3";"Deslizamento de terra";"1";"-";"1";;"1";;"1";;"4";;"de 100 a 700"
"NUI1007";"Belo Horizonte";"Nova União";"Grupo 4";"Bairro Sol Nascente";"3.PMRF";"300";"PMRF";"2009";"2";;"Maior parte é 2";"4";"2";"1";"2";"1";;"1";"FBDS";;"3";"Deslizamento de terra";"1";"-";"1";;"1";;"1";;"4";;"de 100 a 700"
"NUI1008";"Belo Horizonte";"Nova União";"Grupo 4";"Bairro São Vicente de Paula";"3.PMRF";"37";"PMRF";"2009";"5";;;"4";"3";"3";"2";"1";;"1";"FBDS";;"2";;"1";"-";"1";;"1";;"4";;"4";;"até 50"
"NUI1004";"Belo Horizonte";"Nova União";"Grupo 4";"Carmo de União";"3.PMRF";"190";"PMRF";"2009";"2";;;"4";"3";"1";"1";"1";;"1";"FBDS";;"2";;"1";"-";"2";;"2";;"4";;"4";;"de 100 a 700"
"NUI1022";"Belo Horizonte";"Pedro Leopoldo";"Grupo 3";"Quintas do Sumidouro";"3.PMRF";"1000";"PMRF";"2009";"4";"Ocupação remanescente de processos antigos de parcelamento do solo";;"4";"1";"1";"2";"3";;"1";"FBDS";;"2";;"1";"-";"2";;"3";;"4";;"4";;"de 701 a 2.000"
"NUI1340";"Belo Horizonte";"São Joaquim de Bicas";"Grupo 3";"Avante";"3.PMRF";"30";"PMRF";"2009";"2";;;"4";"2";"1";"4";"1";;"1";"FBDS";;"3";"Apresenta médio risco à vida, pois possui áreas sujeitas à erosão";"1";"-";"2";;"3";;"2";;"3";;"até 50"
"NUI1339";"Belo Horizonte";"São Joaquim de Bicas";"Grupo 3";"Campo do Além";"3.PMRF";"56";"CADUNICO";"2020";"2";;;"4";"2";"2";"4";"1";;"1";"FBDS";;"3";"Apresenta médio risco à vida, pois possui áreas sujeitas à erosão";"1";"-";"1";;"3";;"1";;"2";;"de 51 a 99"
"NUI1342";"Belo Horizonte";"São Joaquim de Bicas";"Grupo 3";"Vale do Sol";"3.PMRF";"250";"PMRF";"2009";"2";;;"4";"2";"2";"4";"1";;"1";"FBDS";;"3";"Apresenta médio risco à vida, pois possui áreas sujeitas à erosão";"1";"-";"1";;"1";;"2";;"3";;"de 100 a 700"
"NUI1341";"Belo Horizonte";"São Joaquim de Bicas";"Grupo 3";"Imperador - Primavera";"3.PMRF";"154";"PMRF";"2009";"2";;;"4";"2";"2";"4";"1";;"1";"FBDS";;"3";"Apresenta médio risco à vida, pois possui áreas sujeitas à erosão";"1";"-";"1";;"1";;"2";;"3";;"de 100 a 700"
"NUI1361";"Belo Horizonte";"São Joaquim de Bicas";"Grupo 3";"Bairro Fernando da Costa";"3.PMRF";"122";"CADUNICO";"2020";"2";;;"4";"2";"2";"4";"1";;"1";"FBDS";;"3";"Apresenta médio risco à vida, pois possui áreas sujeitas à erosão";"1";"-";"1";;"1";;"2";;"3";;"de 100 a 700"
"NUI1343";"Belo Horizonte";"São Joaquim de Bicas";"Grupo 3";"Nazaré";"3.PMRF";"160";"PMRF";"2009";"2";;;"4";"2";"2";"4";"1";;"1";"FBDS";;"3";"Apresenta médio risco à vida, pois possui áreas sujeitas à erosão";"1";"-";"1";;"1";;"2";;"3";;"de 100 a 700"
"NUI1345";"Belo Horizonte";"São Joaquim de Bicas";"Grupo 3";"Estância Serra Verde I";"3.PMRF";"150";"PMRF";"2009";"2";;;"4";"2";"2";"4";"1";;"1";"FBDS";;"3";;"1";"-";"1";;"1";;"1";;"3";;"de 100 a 700"
"NUI1344";"Belo Horizonte";"São Joaquim de Bicas";"Grupo 3";"Tereza Cristina - Tupanoara";"3.PMRF";"136";"PMRF";"2009";"2";;;"4";"2";"3";"4";"1";;"1";"FBDS";;"3";"deslizamento";"1";"-";"1";;"1";;"1";;"1";;"de 100 a 700"
"NUI0903";"Belo Horizonte";"Lagoa Santa";"Grupo 3";"Lapinha";"3.PMRF";"500";"PMRF";"2009";"2";"subdivisão de parcelas de herança";;"4";"2";"2";"2";"3";;"1";"FBDS";;"2";;"1";"-";"2";;"1";;"1";;"2";;"de 100 a 700"
"NUI0901";"Belo Horizonte";"Lagoa Santa";"Grupo 3";"Campinho 1";"3.PMRF";"100";"PMRF";"2009";"2";"subdivisão de parcelas de herança";;"4";"3";"2";"2";"3";;"0";;;"2";;"1";"-";"2";;"2";;"4";;"2";;"de 100 a 700"
"NUI0899";"Belo Horizonte";"Lagoa Santa";"Grupo 3";"Área nas proximidades da Lindolfoda Costa Viana";"3.PMRF";"100";"PMRF";"2009";"2";;;"4";"1";"3";"2";"1";;"1";"FBDS";;"3";;"1";"-";"2";;"2";;"2";;"2";;"de 100 a 700"
"NUI0904";"Belo Horizonte";"Lagoa Santa";"Grupo 3";"Sangradouro";"3.PMRF";"18";"CADUNICO";"2020";"2";"subdivisão de parcelas de herança";;"4";"2";"2";"2";"3";;"1";"FBDS";;"2";;"1";"-";"2";;"4";;"4";;"2";;"até 50"
"NUI0906";"Belo Horizonte";"Lagoa Santa";"Grupo 3";"Bairro Lagoinha de Fora";"3.PMRF";"200";"PMRF";"2009";"2";"subdivisão de parcelas de herança";;"4";"2";"1";"2";"1";;"1";"FBDS";;"2";;"1";"-";"1";;"1";;"1";;"2";;"de 100 a 700"
"NUI0905";"Belo Horizonte";"Lagoa Santa";"Grupo 3";"Campinho";"3.PMRF";"200";"PMRF";"2009";"2";"subdivisão de parcelas de herança";;"4";"1";"2";"2";"3";;"0";"FBDS";"menos de 1%";"2";;"1";"-";"1";;"1";;"1";;"2";;"de 100 a 700"
"NUI0896";"Belo Horizonte";"Lagoa Santa";"Grupo 3";"Santos Dumont II";"3.PMRF";"700";"PMRF";"2009";"2";;;"4";"3";"3";"1";"1";;"1";"PMRF";"Pesquisa de Campo";"3";;"1";"-";"1";;"1";;"1";;"2";;"de 100 a 700"
"NUI0908";"Belo Horizonte";"Lagoa Santa";"Grupo 3";"Jardim do Campinho";"3.PMRF";"100";"PMRF";"2009";"2";"subdivisão de parcelas de herança";;"4";"1";"2";"2";"3";;"1";"FBDS";;"2";;"1";"-";"1";;"1";;"4";;"2";;"de 100 a 700"
"NUI0897";"Belo Horizonte";"Lagoa Santa";"Grupo 3";"Área localizada as margens da Rua Paraná";"3.PMRF";"50";"PMRF";"2009";"2";;;"4";"2";"3";"2";"1";;"1";"FBDS";;"3";;"1";"-";"1";;"1";;"4";;"2";;"até 50"
"NUI0895";"Belo Horizonte";"Lagoa Santa";"Grupo 3";"São Geraldo";"3.PMRF";"300";"PMRF";"2009";"2";;;"4";"3";"3";"1";"1";;"0";;;"3";;"1";"-";"1";;"1";;"1";;"2";;"de 100 a 700"
"NUI0888";"Belo Horizonte";"Lagoa Santa";"Grupo 3";"Amendoeiras";"3.PMRF";"16";"PMRF";"2009";"1";;;"4";"3";"2";"2";"3";;"1";"FBDS";;"3";;"1";"-";"4";;"4";;"2";;"3";;"até 50"
"NUI0898";"Belo Horizonte";"Lagoa Santa";"Grupo 3";"Área próxima ao Loteamento Solarium";"3.PMRF";"35";"PMRF";"2009";"2";;;"4";"3";"3";"2";"1";;"1";"FBDS";;"3";;"1";"-";"2";;"2";;"2";;"2";;"até 50"
"NUI0900";"Belo Horizonte";"Lagoa Santa";"Grupo 3";"Fazenda família Matos";"3.PMRF";"12";"PMRF";"2009";"2";;;"4";"3";"3";"2";"1";;"1";"FBDS";;"3";;"1";"-";"2";;"3";;"4";;"2";;"até 50"
"NUI0911";"Belo Horizonte";"Lagoa Santa";"Grupo 3";"Loteamento Santa Helena";"3.PMRF";"150";"PMRF";"2009";"2";;;"4";"1";"2";"2";"1";;"1";"FBDS";;"2";;"1";"-";"1";;"1";;"1";;"2";;"de 100 a 700"
"NUI0890";"Belo Horizonte";"Lagoa Santa";"Grupo 3";"Palmital";"3.PMRF";"500";"PMRF";"2009";"2";;;"4";"2";"2";"1";"1";;"1";"FBDS";;"2";;"1";"-";"2";;"3";;"4";;"2";;"de 100 a 700"
"NUI0902";"Belo Horizonte";"Lagoa Santa";"Grupo 3";"Campinho 2";"3.PMRF";"30";"PMRF";"2009";"2";;;"4";"1";"2";"2";"3";;"0";;;"2";;"1";"-";"1";;"1";;"4";;"2";;"até 50"
"NUI0891";"Belo Horizonte";"Lagoa Santa";"Grupo 3";"Vila José Fagundes";"3.PMRF";"700";"PMRF";"2009";"1";;;"4";"3";"3";"1";"1";;"0";"FBDS";"menos de 1%";"2";;"1";"-";"1";;"1";;"1";;"1";;"de 100 a 700"
"NUI0910";"Belo Horizonte";"Lagoa Santa";"Grupo 3";"Loteamento Sobradinho";"3.PMRF";"50";"PMRF";"2009";"2";;;"4";"3";"3";"2";"1";;"1";"PMRF";"Pesquisa de Campo";"3";;"1";"-";"1";;"1";;"1";;"2";;"até 50"
"NUI0925";"Belo Horizonte";"Mário Campos";"Grupo 4";"Vila Tânia";"3.PMRF";"30";"PMRF";"2009";"2";;;"4";"3";"3";"2";"1";;"0";;;"2";;"1";"-";"4";;"4";;"4";;"2";;"até 50"
"NUI0907";"Belo Horizonte";"Lagoa Santa";"Grupo 3";"Vila Maria 3";"3.PMRF";"100";"PMRF";"2009";"2";;;"4";"3";"3";"2";"1";;"0";;;"2";;"1";"-";"1";;"1";;"1";;"1";;"de 100 a 700"
"NUI0892";"Belo Horizonte";"Lagoa Santa";"Grupo 3";"Área verde da Vila José Fagundes";"3.PMRF";"30";"PMRF";"2009";"1";;;"4";"2";"3";"2";"1";;"1";"FBDS";;"3";;"1";"-";"1";;"2";;"4";;"3";;"até 50"
"NUI0889";"Belo Horizonte";"Lagoa Santa";"Grupo 3";"Vila Rica";"3.PMRF";"16";"CADUNICO";"2020";"1";;;"4";"3";"3";"1";"1";;"1";"FBDS";;"3";;"1";"-";"4";;"4";;"2";;"3";;"até 50"
"NUI0909";"Belo Horizonte";"Lagoa Santa";"Grupo 3";"Loteamento Várzea do Lobo";"3.PMRF";"10";"PMRF";"2009";"2";;;"4";"3";"1";"2";"3";;"0";;;"3";;"1";"-";"2";;"3";;"4";;"2";;"até 50"
"NUI0893";"Belo Horizonte";"Lagoa Santa";"Grupo 3";"Fundo de Vale no Morro do Cruzeiro";"3.PMRF";"39";"CADUNICO";"2020";"1";;;"4";"2";"2";"2";"1";;"1";"FBDS";;"3";;"1";"-";"2";;"2";;"1";;"2";;"até 50"
"NUI1393";"Belo Horizonte";"Vespasiano";"Grupo 2";"Favela do Marcelão / Jardim Glória - 2a seção";"3.PMRF";"845";"PMRF";"2008";"1";"e 2";;"4";"3";"3";"3";"1";;"1";"FBDS";;"3";"PLHIS";"1";"-";"2";;"4";;"2";;"2";;"de 701 a 2.000"
"NUI1409";"Belo Horizonte";"Vespasiano";"Grupo 2";"Vila Bodé";"3.PMRF";"272";"PMRF";"2008";"1";"e 2";;"4";"3";"3";"2";"1";;"1";"FBDS";;"3";"PLHIS";"1";"-";"4";;"4";;"4";;"2";;"de 100 a 700"
"NUI1233";"Belo Horizonte";"Sabará";"Grupo 2";"Morada da Serra";"3.PLHIS";"6";"PLHIS";"2010";"1";;;"4";"1";"2";"1";"1";;"0";;;"3";"risco geológico";"2";"-";"3";;"3";;"4";;"3";;"até 50"
"NUI1403";"Belo Horizonte";"Vespasiano";"Grupo 2";"Gleba Dona Matilde";"3.PMRF";"26";"PMRF";"2008";"2";;;"4";"3";"3";"2";"1";;"1";"FBDS";;"3";"PLHIS";"1";"-";"2";;"3";;"4";;"2";;"até 50"
"NUI1410";"Belo Horizonte";"Vespasiano";"Grupo 2";"Pouso Alegre";"3.PMRF";"155";"PMRF";"2008";"2";"e 1";;"4";"2";"3";"2";"1";;"1";"FBDS";;"1";;"1";"-";"1";;"2";;"1";;"2";;"de 100 a 700"
"NUI1408";"Belo Horizonte";"Vespasiano";"Grupo 2";"Santa Cruz";"3.PMRF";"648";"PMRF";"2008";"2";"e 1";;"4";"2";"3";"2";"1";;"1";"FBDS";;"3";"PLHIS";"1";"-";"1";;"1";;"1";;"2";;"de 100 a 700"
"NUI1210";"Belo Horizonte";"Rio Acima";"Grupo 4";"Jatobá";"3.IBGE";"77";"Aglomerados Subnormais 2019";"2020";"1";;;"4";"3";"3";"2";"3";;"0";;;"1";;"1";"-";"1";;"3";;"2";;"4";;"de 51 a 99"
"NUI1395";"Belo Horizonte";"Vespasiano";"Grupo 2";"Favela do Alho/Cruzeirinho";"3.PMRF";"790";"PMRF";"2008";"1";;;"4";"2";"3";"3";"1";;"1";"FBDS";;"3";"PLHIS";"1";"-";"2";;"4";;"4";;"2";;"de 701 a 2.000"
"NUI1369";"Belo Horizonte";"São José da Lapa";"Grupo 3";"Bairro Belo Vale (Ocupação na Av. Belo Horizonte)";"3.PMRF";"17";"PMRF";"2010";"1";;;"5";"1";"3";"4";"1";;"1";"FBDS";;"2";;"1";"-";"2";;"3";;"2";;"4";;"até 50"
"NUI1368";"Belo Horizonte";"São José da Lapa";"Grupo 3";"Cachoeira";"3.PMRF";"128";"PMRF";"2010";"2";;;"5";"3";"3";"4";"1";;"1";"FBDS";;"2";;"1";"-";"1";;"1";;"1";;"1";;"de 100 a 700"
"NUI1363";"Belo Horizonte";"São José da Lapa";"Grupo 3";"Bairro Nova Cachoeira I";"3.PMRF";"160";"PMRF";"2010";"2";;"Maior parte é 2";"4";"1";"3";"4";"1";;"1";"FBDS";;"3";"Apresenta alto risco à vida.";"1";"-";"2";;"3";;"2";;"3";;"de 100 a 700"
"NUI1362";"Belo Horizonte";"São José da Lapa";"Grupo 3";"Bairro Maravilha";"3.PMRF";"73";"PMRF";"2010";"2";;;"4";"1";"1";"4";"1";;"1";"FBDS";;"2";;"1";"-";"1";;"2";;"1";;"2";;"de 51 a 99"
"NUI1235";"Belo Horizonte";"Sabará";"Grupo 2";"Gaia";"3.PLHIS";"111";"CADUNICO";"2020";"1";;;"4";"2";"2";"2";"1";;"1";"FBDS";;"2";;"4";"1";"2";;"3";;"4";;"2";;"de 100 a 700"
"NUI1234";"Belo Horizonte";"Sabará";"Grupo 2";"Mangabeiras/Mangueiras/Vila Michel";"3.PLHIS";"606";"PLHIS";"2010";"2";;;"4";"2";"2";"3";"2";;"1";"FBDS";;"3";"inundação";"4";"1";"2";;"1";;"2";;"2";;"de 100 a 700"
"NUI1367";"Belo Horizonte";"São José da Lapa";"Grupo 3";"Dom Pedro I";"3.PMRF";"1554";"PMRF";"2010";"2";;;"4";"2";"3";"4";"1";;"1";"FBDS";;"3";"Apresenta médio risco à vida.";"1";"-";"1";;"2";;"1";;"2";;"de 701 a 2.000"
"NUI1364";"Belo Horizonte";"São José da Lapa";"Grupo 3";"Ocupação da Av. Transamazônica";"3.PMRF";"50";"PMRF";"2010";"1";;;"4";"1";"3";"4";"1";;"0";;;"2";;"1";"-";"1";;"1";;"1";;"1";;"até 50"
"NUI1357";"Belo Horizonte";"São Joaquim de Bicas";"Grupo 3";"Bairro Canadá";"3.ARMBH";"40";"Censo IBGE";"2010";"2";;;"5";"3";"2";"1";"1";;"0";;;"1";;"1";"-";"1";;"3";;"2";;"4";;"até 50"
"NUI1370";"Belo Horizonte";"São José da Lapa";"Grupo 3";"Bairro Nova Cachoeira II";"3.PMRF";"36";"PMRF";"2010";"1";;;"4";"3";"3";"4";"1";;"1";"FBDS";;"2";;"1";"-";"2";;"3";;"4";;"3";;"até 50"
"NUI1359";"Belo Horizonte";"São Joaquim de Bicas";"Grupo 3";"Residencial Casa Grande";"3.ARMBH";"59";"Censo IBGE";"2010";"2";;;"5";"3";"2";"1";"1";;"1";"FBDS";;"1";;"1";"-";"1";;"3";;"2";;"4";;"de 51 a 99"
"NUI1358";"Belo Horizonte";"São Joaquim de Bicas";"Grupo 3";"Bairro Montreal";"3.ARMBH";"26";"Censo IBGE";"2010";"2";;;"5";"3";"2";"2";"1";;"1";"FBDS";;"1";;"1";"-";"1";;"3";;"1";;"4";;"até 50"
"NUI1356";"Belo Horizonte";"São Joaquim de Bicas";"Grupo 3";"Acampamento Zequinha";"3.IBGE";"61";"Aglomerados Subnormais 2019";"2020";"1";;;"2";"1";"1";"4";"1";;"1";"FBDS";;"1";;"1";"-";"1";;"3";;"4";;"3";;"de 51 a 99"
"NUI1355";"Belo Horizonte";"São Joaquim de Bicas";"Grupo 3";"Acampamento Pátria Livre";"3.IBGE";"231";"Aglomerados Subnormais 2019";"2020";"1";;;"2";"2";"1";"4";"1";;"1";"FBDS";;"1";;"1";"-";"1";;"3";;"4";;"3";;"de 100 a 700"
"NUI1330";"Belo Horizonte";"São Joaquim de Bicas";"Grupo 3";"Nossa Senhora da Paz";"3.PMRF";"175";"PMRF";"2009";"2";;;"4";"3";"1";"4";"1";;"1";"FBDS";;"3";"Apresenta médio risco à vida, pois possui áreas sujeitas à erosão";"1";"-";"1";;"1";;"1";;"1";;"de 100 a 700"
"NUI1360";"Belo Horizonte";"São Joaquim de Bicas";"Grupo 3";"Vila Verde";"3.PMRF";"110";"PMRF";"2009";"2";;;"4";"3";"1";"4";"1";;"1";"FBDS";;"3";"Apresenta médio risco à vida, pois possui áreas sujeitas à erosão";"1";"-";"1";;"1";;"1";;"1";;"de 100 a 700"
"NUI1332";"Belo Horizonte";"São Joaquim de Bicas";"Grupo 3";"Estância Paraopeba I";"3.PMRF";"250";"PMRF";"2009";"2";;;"4";"3";"3";"4";"1";;"1";"FBDS";;"3";"Apresenta alto risco à vida, pois possui áreas sujeitas a erosão hídrica.";"1";"-";"1";;"2";;"1";;"2";;"de 100 a 700"
"NUI1331";"Belo Horizonte";"São Joaquim de Bicas";"Grupo 3";"Recreio do Lago I e II";"3.PMRF";"220";"PMRF";"2009";"2";;;"4";"1";"1";"4";"1";;"1";"FBDS";;"3";"Apresenta médio risco à vida, pois possui áreas sujeitas à erosão";"1";"-";"1";;"1";;"1";;"1";;"de 100 a 700"
"NUI1334";"Belo Horizonte";"São Joaquim de Bicas";"Grupo 3";"Campo São Joaquim";"3.PMRF";"160";"PMRF";"2009";"2";;;"4";"3";"3";"4";"1";;"1";"FBDS";;"3";"Apresenta alto risco à vida, pois possui áreas sujeitas a erosão hídrica.";"1";"-";"2";;"4";;"2";;"2";;"de 100 a 700"
"NUI1333";"Belo Horizonte";"São Joaquim de Bicas";"Grupo 3";"Estância Paraopebas II";"3.PMRF";"216";"CADUNICO";"2020";"2";;;"4";"3";"3";"4";"1";;"1";"FBDS";;"3";"Apresenta alto risco à vida, pois possui áreas sujeitas a erosão hídrica.";"1";"-";"1";;"1";;"1";;"2";;"de 100 a 700"
